股票,市场,名称,行业模型,优质池等级,综合优质分,基础理论分,去短历史封顶分,去短历史封顶等级,是否因历史数据封顶,是否因历史数据受限,是否因排雷状态扣分,是否因规则AI分歧扣分,封顶原因,规则质量评级,规则质量分,AI评级,数据年数,历史可信度,数据质量,数据质量分,风险扣分,质量理由,综合观察
CWCO,US,Consolidated Water Co. Ltd. - Ordinary Shares,通用,优质池,78.0,88.5,88.5,核心优质池,是,是,否,否,短历史封顶生效,优质候选,95,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
LWAY,US,"Lifeway Foods, Inc. - Common Stock",消费,优质池,78.0,88.5,88.5,核心优质池,是,是,否,否,短历史封顶生效,优质候选,95,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
OSK,US,Oshkosh Corporation (Holding Company)Common Stock,周期,优质池,78.0,88.4,88.4,核心优质池,是,是,否,否,短历史封顶生效,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
RUSHA,US,"Rush Enterprises, Inc. - Class A Common Stock",通用,优质池,78.0,88.4,88.4,核心优质池,是,是,否,否,短历史封顶生效,优质候选,100,可跟踪,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长处于可接受区间,规则和AI评级不完全一致，可作为人工复核优先项
RUSHB,US,"Rush Enterprises, Inc. - Class B Common Stock",通用,优质池,78.0,88.4,88.4,核心优质池,是,是,否,否,短历史封顶生效,优质候选,100,可跟踪,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长处于可接受区间,规则和AI评级不完全一致，可作为人工复核优先项
TSLA,US,"Tesla, Inc.  - Common Stock",通用,优质池,78.0,88.4,88.4,核心优质池,是,是,否,否,短历史封顶生效,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
ACN,US,Accenture plc Class A Ordinary Shares (Ireland),科技,可研究池,74.0,92.4,88.4,核心优质池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率略高但未构成硬伤；营收增长处于可接受区间；成熟科技现金流龙头：高ROE、强FCF、无亏损且OCF持续为正,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
HUBB,US,Hubbell Inc Common Stock,通用,可研究池,74.0,92.4,88.4,核心优质池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
NVT,US,nVent Electric plc Ordinary Shares,通用,可研究池,74.0,92.4,88.4,核心优质池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
PH,US,Parker-Hannifin Corporation Common Stock,通用,可研究池,74.0,92.4,88.4,核心优质池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
OLED,US,Universal Display Corporation - Common Stock,科技,优质池,78.0,88.4,88.4,核心优质池,是,是,否,否,短历史封顶生效,优质候选,93,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长偏弱,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
PLAB,US,"Photronics, Inc. - Common Stock",科技,优质池,78.0,88.4,88.4,核心优质池,是,是,否,否,短历史封顶生效,优质候选,93,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长偏弱,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
ODC,US,Oil-Dri Corporation Of America Common Stock,周期,优质池,78.0,88.3,88.3,核心优质池,是,是,否,否,短历史封顶生效,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；营收增长达到行业较好水平,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
ITT,US,ITT Inc. Common Stock,通用,可研究池,74.0,92.3,88.3,核心优质池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
CTAS,US,Cintas Corporation - Common Stock,通用,可研究池,74.0,92.2,88.2,核心优质池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
GD,US,General Dynamics Corporation Common Stock,通用,可研究池,74.0,92.2,88.2,核心优质池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
PAX,US,Patria Investments Limited - Class A Common Shares,通用,可研究池,74.0,92.2,88.2,核心优质池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
RPM,US,RPM International Inc. Common Stock,周期,可研究池,74.0,92.2,88.2,核心优质池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长处于可接受区间,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
STRL,US,"Sterling Infrastructure, Inc. - Common Stock",周期,可研究池,74.0,92.2,88.2,核心优质池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
