股票,市场,名称,行业,行业模型,核心指标,PE,PB,10年ROE,ROE波动,5年平均FCF,资产负债率,商誉占比,利息覆盖倍数,分红稳定性,5年营收CAGR,数据年数,缺失字段数,数据质量分,数据质量,杠杆风险,结果,分数,原因
ACIC,US,American Coastal Insurance Corporation - Common Stock,Insurance - Property & Casualty,保险,偿付能力、久期缺口、投资收益质量,4.97,1.53,126.9%,112.7%,499500.00,70.4%,5.5%,14.20,未分红/不适用,14.9%,4,6,80,Medium,中,需专项分析,25,保险需补充偿付能力/久期缺口专项数据；10年ROE波动较大；10年净利润波动较大；资产负债率偏高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
ACIU,US,AC Immune SA - Common Stock,Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,6.84,-69.5%,58.5%,-35228000.00,70.9%,-,-367.83,未分红/不适用,-3.2%,4,6,80,Medium,中,排除,0,科技公司营收增长转负；科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；资产负债率偏高；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
ACIW,US,"ACI Worldwide, Inc. - Common Stock",Software - Infrastructure,科技,营收增长、自由现金流、研发投入效率,20.64,2.76,12.6%,2.6%,209351000.00,51.1%,39.7%,6.30,未分红/不适用,7.4%,4,6,80,Medium,低,警惕,85,商誉占比偏高；数据质量为Medium，筛选结果置信度中等
ACLS,US,"Axcelis Technologies, Inc. - Common Stock",Semiconductor Equipment & Materials,科技,营收增长、自由现金流、研发投入效率,50.20,4.76,21.8%,7.8%,144196000.00,24.0%,-,26.77,未分红/不适用,-3.0%,4,6,80,Medium,低,警惕,85,科技公司营收增长转负；数据质量为Medium，筛选结果置信度中等
ACMR,US,"ACM Research, Inc. - Class A Common Stock",Semiconductor Equipment & Materials,科技,营收增长、自由现金流、研发投入效率,48.24,2.65,8.4%,2.8%,-73963250.00,32.8%,-,20.44,未分红/不适用,32.3%,4,6,80,Medium,低,警惕,70,科技公司自由现金流为负；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
ACNB,US,ACNB Corporation - Common Stock,Banks - Regional,银行,不良率、拨备覆盖、资本充足率,10.62,1.28,11.3%,2.4%,42053250.00,87.0%,2.0%,-,未分红/不适用,13.1%,4,6,80,Medium,中,排除,30,银行需补充不良率/拨备/资本充足率专项数据；资产负债率过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
ACNT,US,Ascent Industries Co. - Common Stock,Chemicals,周期,利润波动、ROE波动、资本开支周期,-,1.58,-5.5%,18.0%,8468500.00,22.3%,-,-,未分红/不适用,-34.1%,4,6,80,Medium,低,排除,0,周期行业ROE波动显著；周期行业利润弹性过大；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年营收明显下滑；数据质量为Medium，筛选结果置信度中等
ACOG,US,Alpha Cognition Inc. - Common Stock,Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,1.98,284.8%,449.3%,-12567579.00,21.6%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,15,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
ACON,US,"Aclarion, Inc. - Common Stock",Health Information Services,通用,ROE、现金流、资产负债率,-,0.21,-105.0%,587.3%,-5471525.75,6.1%,-,-,未分红/不适用,7.8%,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
ACRS,US,"Aclaris Therapeutics, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,4.66,-62.0%,17.2%,-62759000.00,35.8%,-,-,未分红/不适用,-35.9%,4,6,80,Medium,低,排除,0,科技公司营收增长转负；科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；近5年营收明显下滑；数据质量为Medium，筛选结果置信度中等
ACRV,US,"Acrivon Therapeutics, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,0.54,-45.7%,21.0%,-52495750.00,13.3%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
ACT,US,"Enact Holdings, Inc. - Common Stock",Insurance - Specialty,保险,偿付能力、久期缺口、投资收益质量,9.30,1.13,14.5%,1.9%,-,22.3%,-,18.19,未分红/不适用,4.1%,4,6,80,Medium,低,需专项分析,85,保险需补充偿付能力/久期缺口专项数据；数据质量为Medium，筛选结果置信度中等
ACTG,US,Acacia Research Corporation - Common Stock,Business Equipment & Supplies,通用,ROE、现金流、资产负债率,-,0.85,-9.9%,26.8%,-31440000.00,24.2%,3.3%,4.48,未分红/不适用,68.9%,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
ACTU,US,"Actuate Therapeutics, Inc. - Common stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,8.50,-6604.5%,13057.2%,-,43.5%,-,-1096.67,未分红/不适用,-,4,0,80,Medium,低,排除,0,10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
ACXP,US,"Acurx Pharmaceuticals, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,0.94,-730.4%,1044.1%,-,31.5%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
ADAG,US,"Adagene Inc. - ADS, each representing 1.25 ordinary shares",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,4.91,-59.8%,29.2%,-30812886.00,54.8%,-,-37.67,未分红/不适用,-6.2%,4,6,80,Medium,低,排除,0,科技公司营收增长转负；科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；近5年营收增长偏弱；数据质量为Medium，筛选结果置信度中等
ADAM,US,"Adamas Trust, Inc. - Common Stock",REIT - Mortgage,地产,净负债率、现金短债比、资产负债率,7.62,0.88,-3.5%,11.2%,4601000.00,88.7%,0.2%,-,未分红/不适用,243.7%,4,6,80,Medium,中,排除,0,地产需补充净负债率/现金短债比专项数据；地产资产负债率偏高；PB低但近5年出现亏损；10年内亏损年份过多；10年净利润波动较大；长期ROE低于5%；资产负债率过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
ADBE,US,Adobe Inc. - Common Stock,Software - Application,科技,营收增长、自由现金流、研发投入效率,13.81,8.42,41.9%,13.3%,8015750000.00,60.6%,43.6%,34.21,未分红/不适用,10.5%,4,6,80,Medium,低,排除,45,10年ROE波动较大；商誉占比过高；数据质量为Medium，筛选结果置信度中等
ADEA,US,Adeia Inc.  - Common Stock,Software - Application,科技,营收增长、自由现金流、研发投入效率,28.88,7.44,-10.0%,58.9%,164015750.00,53.8%,30.2%,4.49,未分红/不适用,0.3%,4,6,80,Medium,低,排除,15,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；商誉占比偏高；数据质量为Medium，筛选结果置信度中等
ADGM,US,"Adagio Medical Holdings, Inc - Common Stock",Medical Devices,通用,ROE、现金流、资产负债率,-,3.49,-49.6%,132.3%,-22218250.00,71.3%,32.3%,-7.63,未分红/不适用,-,3,6,60,Medium,中,排除,0,10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；资产负债率偏高；商誉占比偏高；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
ADI,US,"Analog Devices, Inc. - Common Stock",Semiconductors,科技,营收增长、自由现金流、研发投入效率,78.17,6.17,7.1%,1.9%,3683245250.00,29.5%,56.1%,9.54,未分红/不适用,-2.8%,4,6,80,Medium,低,排除,30,科技公司营收增长转负；长期ROE偏低但PE不低；商誉占比过高；数据质量为Medium，筛选结果置信度中等
ADIL,US,"Adial Pharmaceuticals, Inc - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,0.29,-247.4%,129.1%,-,20.9%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
ADMA,US,ADMA Biologics Inc - Common Stock,Biotechnology,科技,营收增长、自由现金流、研发投入效率,12.50,5.06,5.8%,46.0%,17000500.00,23.5%,0.6%,26.69,未分红/不适用,49.0%,4,6,80,Medium,低,警惕,55,10年ROE波动较大；10年净利润波动较大；长期ROE偏低但PE不低；数据质量为Medium，筛选结果置信度中等
ADP,US,"Automatic Data Processing, Inc. - Common Stock",Software - Application,科技,营收增长、自由现金流、研发投入效率,19.46,13.15,84.3%,13.6%,3542250000.00,88.4%,6.1%,12.65,未分红/不适用,7.6%,4,6,80,Medium,中,排除,30,10年ROE波动较大；资产负债率过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
ADPT,US,Adaptive Biotechnologies Corporation - Common Stock,Diagnostics & Research,通用,ROE、现金流、资产负债率,-,9.73,-55.5%,24.5%,-128784000.00,56.1%,23.2%,-4.05,未分红/不适用,14.3%,4,6,80,Medium,低,排除,0,10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；商誉占比偏高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
ADSE,US,ADS-TEC ENERGY PLC - Ordinary Shares,Electrical Equipment & Parts,周期,利润波动、ROE波动、资本开支周期,-,-37.70,-11.9%,170.2%,-35257750.00,129.5%,-,-4.97,未分红/不适用,49.3%,4,0,80,Medium,低,排除,0,周期行业ROE波动显著；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；资产负债率过高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
ADSK,US,"Autodesk, Inc. - Common Stock",Software - Application,科技,营收增长、自由现金流、研发投入效率,44.80,16.28,50.0%,15.4%,1789500000.00,75.6%,34.5%,-,未分红/不适用,12.9%,4,6,80,Medium,中,警惕,40,10年ROE波动较大；资产负债率偏高；商誉占比偏高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
ADTN,US,"ADTRAN Holdings, Inc. - Common Stock",Communication Equipment,通用,ROE、现金流、资产负债率,-,8.95,-109.5%,169.5%,-12797250.00,56.9%,5.0%,-0.62,未分红/不适用,1.9%,4,6,80,Medium,中,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
ADTX,US,"Aditxt, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,0.00,-883.3%,813.6%,-22559753.67,76.1%,-,-16.92,未分红/不适用,-84.9%,4,6,80,Medium,中,排除,0,科技公司营收增长转负；科技公司自由现金流为负；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；资产负债率偏高；利息覆盖倍数过低；近5年营收明显下滑；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
ADUR,US,Aduro Clean Technologies Inc. - Common Stock,Pollution & Treatment Controls,通用,ROE、现金流、资产负债率,-,16.30,-129.1%,57.0%,-6748397.50,8.1%,-,-1023.18,未分红/不适用,-,4,6,80,Medium,低,排除,0,10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
ADUS,US,Addus HomeCare Corporation - Common Stock,Medical Care Facilities,通用,ROE、现金流、资产负债率,17.05,1.51,8.1%,0.8%,103443750.00,24.5%,69.3%,10.36,未分红/不适用,14.4%,4,6,80,Medium,低,排除,60,商誉占比过高；数据质量为Medium，筛选结果置信度中等
ADV,US,Advantage Solutions Inc.  - Class A Common Stock,Advertising Agencies,通用,ROE、现金流、资产负债率,-,0.93,-53.3%,49.5%,76249000.00,80.2%,15.7%,-0.91,未分红/不适用,-1.0%,4,6,80,Medium,中,排除,0,PB低但近5年出现亏损；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率偏高；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
ADVB,US,Advanced Biomed Inc. - Common Stock,Diagnostics & Research,通用,ROE、现金流、资产负债率,1.26,0.51,-189.2%,71.4%,-1982398.75,-,-,-,未分红/不适用,-,4,6,80,Medium,未知,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
AEBI,US,Aebi Schmidt Holding AG - Common Stock,Farm & Heavy Construction Machinery,周期,利润波动、ROE波动、资本开支周期,61.94,1.05,4.3%,3.7%,22688000.00,59.4%,20.1%,1.27,未分红/不适用,22.6%,3,0,60,Medium,低,排除,5,长期ROE低于5%；商誉占比偏高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
AEC,US,Anfield Energy Inc. - Common Shares,Uranium,周期,利润波动、ROE波动、资本开支周期,-,2.24,-25.3%,37.4%,-11599071.75,44.4%,-,-9.82,未分红/不适用,-,4,6,80,Medium,低,排除,0,周期行业ROE波动显著；周期行业利润弹性过大；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
AEHL,US,Antelope Enterprise Holdings Limited - Class A Ordinary Shares,Building Products & Equipment,通用,ROE、现金流、资产负债率,-,0.20,-1475.6%,2798.3%,-8013257.94,31.0%,-,-7.53,未分红/不适用,106.5%,4,0,80,Medium,低,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
AEHR,US,Aehr Test Systems - Common Stock,Semiconductor Equipment & Materials,科技,营收增长、自由现金流、研发投入效率,-,23.72,16.1%,13.8%,-411000.00,17.3%,7.2%,-,未分红/不适用,5.1%,4,6,80,Medium,低,警惕,55,科技公司自由现金流为负；10年ROE波动较大；10年净利润波动较大；数据质量为Medium，筛选结果置信度中等
AEI,US,Alset Inc. - Common Stock,Real Estate - Development,地产,净负债率、现金短债比、资产负债率,-,0.58,-31.9%,20.7%,-6513766.25,5.1%,-,-895.78,未分红/不适用,-0.1%,4,6,80,Medium,低,排除,0,地产需补充净负债率/现金短债比专项数据；PB低但近5年出现亏损；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
AEIS,US,"Advanced Energy Industries, Inc. - Common Stock",Electrical Equipment & Parts,周期,利润波动、ROE波动、资本开支周期,70.47,9.46,11.3%,5.8%,118125500.00,46.5%,11.8%,13.40,未分红/不适用,-0.8%,4,6,80,Medium,低,通过,85,数据质量为Medium，筛选结果置信度中等
AEMD,US,"Aethlon Medical, Inc. - Common Stock",Medical Devices,通用,ROE、现金流、资产负债率,-,0.31,-153.4%,98.4%,-10648421.33,30.4%,-,-1323.37,未分红/不适用,-,4,0,80,Medium,低,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
AENT,US,Alliance Entertainment Holding Corporation - common stock,Entertainment,通用,ROE、现金流、资产负债率,15.83,3.29,-5.5%,26.5%,28302666.67,71.4%,24.7%,2.77,未分红/不适用,-,4,6,80,Medium,中,排除,0,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率偏高；商誉占比偏高；利息覆盖倍数偏低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
AEP,US,"American Electric Power Company, Inc. - Common Stock",Utilities - Regulated Electric,通用,ROE、现金流、资产负债率,19.02,2.20,10.2%,1.3%,-1646100000.00,71.9%,0.0%,2.84,未分红/不适用,3.7%,4,6,80,Medium,中,警惕,40,近5年自由现金流多次为负；资产负债率偏高；利息覆盖倍数偏低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
AERT,US,"Aeries Technology, Inc. - Class A Ordinary Share",Consulting Services,科技,营收增长、自由现金流、研发投入效率,-,-29.17,69.2%,196.3%,-1572750.00,115.3%,-,-29.18,未分红/不适用,19.6%,4,0,80,Medium,低,排除,0,科技公司自由现金流为负；PB低但近5年出现亏损；10年ROE波动较大；10年净利润波动较大；资产负债率过高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
