综合优质分,优质池等级,入选来源,优质排序理由,风险扣分,股票,市场,名称,行业,行业模型,核心指标,PE,PB,10年ROE,ROE波动,5年平均FCF,资产负债率,商誉占比,利息覆盖倍数,分红稳定性,5年营收CAGR,数据年数,缺失字段数,数据质量分,数据质量,杠杆风险,结果,分数,规则质量评级,规则质量分,质量理由,原因,AI评级,AI置信度,AI理由,AI风险,AI关注点,AI模型,规则AI分歧,综合观察
90.9,核心优质池,规则通过；规则质量优质候选；AI优质候选,规则质量100；ROE14.9%；ROE波动5.2%；数据质量High；AI优质候选；PE49.01；PB4.95,-,301548,CN,崇德科技,-,科技,营收增长、自由现金流、研发投入效率,49.01,4.95,14.9%,5.2%,-,15.4%,-,-,未分红/不适用,10.8%,8,8,100,High,未知,通过,100,优质候选,100,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,-,优质候选,High,公司连续8年无亏损，经营现金流持续为正，ROE稳定在14.9%且波动小，资产负债率仅15.4%，财务结构稳健。营收5年CAGR达10.8%，增长可持续。数据质量高，整体财务质量优秀。,未分红可能影响部分投资者偏好；行业属性未知，需关注竞争格局与市场空间；ROE波动5.2%虽低但需警惕未来变化。,关注行业景气度、公司市场份额变化、未来分红政策、资本开支计划及现金流转化效率。,deepseek-chat,否,规则质量评级与AI评级一致；数据历史未满10年，长期质量结论仍需补充更长周期验证
90.9,核心优质池,规则通过；规则质量优质候选；AI优质候选,规则质量100；ROE25.8%；ROE波动11.8%；数据质量High；AI优质候选；PE36.19；PB1.72,-,603325,CN,博隆技术,-,通用,ROE、现金流、资产负债率,36.19,1.72,25.8%,11.8%,-,51.6%,-,-,未分红/不适用,8.5%,8,8,100,High,未知,通过,100,优质候选,100,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,-,优质候选,High,8年数据质量高，ROE均值25.8%且波动11.8%尚可，近5年无亏损和负经营现金流，营收CAGR 8.5%稳定增长，资产负债率51.6%适中，财务质量优秀。,未分红可能影响收益预期；商誉和利息覆盖倍数缺失需关注；ROE波动11.8%略高，需验证稳定性。,关注分红政策变化；补充商誉和利息覆盖数据；跟踪ROE和营收增长持续性。,deepseek-chat,否,规则质量评级与AI评级一致；数据历史未满10年，长期质量结论仍需补充更长周期验证
90.9,核心优质池,规则通过；规则质量优质候选；AI优质候选,规则质量100；ROE19.9%；ROE波动8.8%；数据质量High；AI优质候选；PE95.74；PB5.42,-,605056,CN,咸亨国际,-,通用,ROE、现金流、资产负债率,95.74,5.42,19.9%,8.8%,-,54.0%,-,-,未分红/不适用,23.0%,9,9,100,High,未知,通过,100,优质候选,100,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,-,优质候选,High,9年数据质量高，ROE均值19.9%且波动仅8.8%，净利润波动0.25极低，近5年无亏损且经营现金流持续为正，营收5年CAGR达23%，显示稳定高增长与强现金流。,资产负债率54%略高，未分红可能影响收益预期，商誉与利息覆盖数据缺失需关注。,关注负债结构变化、分红政策启动、商誉及利息覆盖数据补充。,deepseek-chat,否,规则质量评级与AI评级一致；数据历史未满10年，长期质量结论仍需补充更长周期验证
90.9,核心优质池,规则通过；规则质量优质候选；AI优质候选,规则质量100；ROE17.4%；ROE波动10.2%；数据质量High；AI优质候选；PE91.23；PB14.83,-,688008,CN,澜起科技,-,科技,营收增长、自由现金流、研发投入效率,91.23,14.83,17.4%,10.2%,-,6.4%,-,-,未分红/不适用,20.8%,10,10,100,High,未知,通过,100,优质候选,100,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,-,优质候选,High,10年ROE达17.4%，且近5年无亏损、经营现金流持续为正，显示盈利质量高。资产负债率仅6.4%，财务结构极稳健。营收5年CAGR 20.8%，增长强劲。数据质量高，综合表现突出。,ROE波动10.2%略高，净利润波动0.65，需关注业绩稳定性。未分红可能影响部分投资者偏好。行业竞争及技术迭代风险需持续跟踪。,关注ROE及净利润波动趋势，验证增长可持续性；跟踪现金流与资本开支匹配度；观察行业景气度及公司市场份额变化。,deepseek-chat,否,规则质量评级与AI评级一致
90.9,核心优质池,规则通过；规则质量优质候选；AI优质候选,规则质量100；ROE17.9%；ROE波动11.3%；数据质量High；AI优质候选；PE77.85；PB10.24,-,688198,CN,佰仁医疗,-,通用,ROE、现金流、资产负债率,77.85,10.24,17.9%,11.3%,-,19.1%,-,-,未分红/不适用,25.3%,10,10,100,High,未知,通过,100,优质候选,100,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,-,优质候选,High,10年ROE均值17.9%，且近5年无亏损、经营现金流持续为正，显示稳定盈利能力。营收5年CAGR达25.3%，增长强劲。资产负债率仅19.1%，财务结构稳健。数据质量高，适合优先研究。,ROE波动11.3%略高，需关注盈利稳定性。未分红可能影响部分投资者偏好。行业属性未提供，需确认市场空间与竞争格局。,关注ROE波动原因及未来趋势；跟踪营收增长可持续性；了解行业前景与公司竞争优势；观察现金流与资本开支匹配度。,deepseek-chat,否,规则质量评级与AI评级一致
90.9,核心优质池,规则通过；规则质量优质候选；AI优质候选,规则质量100；ROE15.7%；ROE波动7.1%；数据质量High；AI优质候选；PE823.59；PB9.94,-,688663,CN,新风光,-,通用,ROE、现金流、资产负债率,823.59,9.94,15.7%,7.1%,-,61.1%,-,-,未分红/不适用,20.8%,10,10,100,High,未知,通过,100,优质候选,100,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,-,优质候选,High,10年ROE均值15.7%，波动仅7.1%，盈利稳定；近5年无亏损且经营现金流持续为正，营收CAGR达20.8%，增长强劲。资产负债率61.1%尚可，数据质量高，整体财务质量优秀。,资产负债率61.1%偏高，需关注偿债能力；未分红可能影响部分投资者偏好；行业属性未明，需确认竞争格局。,关注资产负债率变化及现金流覆盖利息能力；跟踪营收增长可持续性；了解行业周期及公司市场份额。,deepseek-chat,否,规则质量评级与AI评级一致
90.9,核心优质池,规则通过；规则质量优质候选；AI优质候选,规则质量97；ROE12.2%；ROE波动1.2%；数据质量High；AI优质候选；PE17.15；PB2.09,-,600007,CN,中国国贸,-,通用,ROE、现金流、资产负债率,17.15,2.09,12.2%,1.2%,-,14.8%,-,-,未分红/不适用,1.3%,10,10,100,High,未知,通过,100,优质候选,97,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长处于可接受区间,-,优质候选,High,10年ROE均值12.2%且波动仅1.2%，净利润波动0.24，近5年无亏损且经营现金流持续为正，资产负债率仅14.8%，财务质量优秀且稳定。营收增长虽低但盈利能力强，现金流健康，适合作为稳健型候选。,营收增长缓慢（5年CAGR 1.3%），可能缺乏成长性；未分红可能影响部分投资者偏好；行业集中度风险需关注。,关注营收增长能否改善；分红政策变化；行业竞争格局及租金收入稳定性。,deepseek-chat,否,规则质量评级与AI评级一致
90.8,核心优质池,规则通过；规则质量优质候选；AI可跟踪,规则质量100；ROE15.8%；ROE波动4.4%；数据质量High；AI可跟踪；PE28.28；PB1.92,-,001216,CN,华瓷股份,-,通用,ROE、现金流、资产负债率,28.28,1.92,15.8%,4.4%,-,18.3%,-,-,未分红/不适用,5.2%,10,10,100,High,未知,通过,100,优质候选,100,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,-,可跟踪,Medium,公司10年ROE均值15.8%，波动较小，净利润和经营现金流近5年均为正，资产负债率仅18.3%，财务结构稳健。但营收增长较慢（5年CAGR 5.2%），且未分红，成长性和股东回报不突出。,营收增速偏低，可能面临行业天花板或竞争压力；未分红可能影响长期投资者信心；缺乏自由现金流数据，需关注现金流质量。,关注营收增长能否提速；自由现金流状况；分红政策变化；行业竞争格局及公司市场份额。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
90.8,核心优质池,规则通过；规则质量优质候选；AI可跟踪,规则质量100；ROE16.5%；ROE波动3.6%；数据质量High；AI可跟踪；PE34.93；PB1.96,-,001325,CN,元创股份,-,通用,ROE、现金流、资产负债率,34.93,1.96,16.5%,3.6%,-,30.0%,-,-,未分红/不适用,8.3%,8,8,100,High,未知,通过,100,优质候选,100,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,-,可跟踪,Medium,公司连续8年无亏损，OCF持续为正，ROE均值16.5%且波动较小，资产负债率仅30%，财务稳健。但营收增长仅8.3%，且未分红，成长性和股东回报一般。,营收增速偏低，可能面临行业天花板或竞争加剧；未分红可能影响长期投资者信心；缺乏FCF和商誉数据，需进一步验证现金流质量。,关注未来营收增长趋势、自由现金流表现、分红政策变化及行业竞争格局。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
90.8,核心优质池,规则通过；规则质量优质候选；AI可跟踪,规则质量100；ROE16.0%；ROE波动2.9%；数据质量High；AI可跟踪；PE16.65；PB3.06,-,300452,CN,山河药辅,-,通用,ROE、现金流、资产负债率,16.65,3.06,16.0%,2.9%,-,37.3%,-,-,未分红/不适用,11.2%,10,10,100,High,未知,通过,100,优质候选,100,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,-,可跟踪,High,公司连续10年ROE平均16%，波动小，净利润波动低，无亏损和负经营现金流，资产负债率37.3%适中，营收5年CAGR 11.2%稳定增长。但未分红，自由现金流数据缺失，需进一步评估现金流质量。,未分红可能影响股东回报；自由现金流数据缺失，无法判断盈利现金含量；行业竞争或政策变化可能影响增长持续性。,关注自由现金流趋势、分红政策变化、营收增长驱动因素及行业竞争格局。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
90.8,核心优质池,规则通过；规则质量优质候选；AI优质候选,规则质量98；ROE32.0%；ROE波动8.0%；数据质量Medium；AI优质候选；PE19.66；PB2.60,-,603194,CN,中力股份,-,通用,ROE、现金流、资产负债率,19.66,2.60,32.0%,8.0%,-,40.1%,-,-,未分红/不适用,14.6%,7,7,87,Medium,未知,通过,85,优质候选,98,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,数据质量为Medium，筛选结果置信度中等,优质候选,High,7年数据，ROE均值32%且波动仅8%，净利润波动系数0.55，近5年无亏损且经营现金流持续为正，资产负债率40.1%适中，营收CAGR 14.6%稳健增长。整体财务质量优秀，增长稳定，现金流健康。,未分红可能影响长期股东回报；商誉和利息覆盖倍数数据缺失，需关注潜在负债或并购风险；行业属性未知，需结合行业周期评估。,关注分红政策变化；补充商誉、利息覆盖倍数数据；跟踪行业竞争格局及公司市场份额变化。,deepseek-chat,否,规则质量评级与AI评级一致；数据历史未满10年，长期质量结论仍需补充更长周期验证
90.7,核心优质池,规则通过；规则质量优质候选；AI可跟踪,规则质量100；ROE15.3%；ROE波动4.9%；数据质量High；AI可跟踪；PE12.19；PB1.58,-,603365,CN,水星家纺,-,通用,ROE、现金流、资产负债率,12.19,1.58,15.3%,4.9%,-,22.1%,-,-,未分红/不适用,4.5%,10,10,100,High,未知,通过,100,优质候选,100,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,-,可跟踪,High,10年ROE均值15.3%，波动小，净利润和经营现金流稳定，无亏损记录，资产负债率低，财务质量良好。但营收增长缓慢（5年CAGR 4.5%），且未分红，成长性和股东回报不够突出。,营收增长乏力，可能面临行业竞争加剧或市场饱和风险；未分红可能影响长期投资者信心；需关注未来增长驱动因素。,关注营收增长趋势、新业务或渠道拓展效果；观察分红政策变化；跟踪ROE和现金流稳定性。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
